,0
total_customers,94983.0
one_time_share,0.9696050872261353
repeat_share,0.030394912773864798
avg_orders_repeat_customers,2.1139591271215794
month0_avg_margin_per_customer,111.41326491664121
month6_avg_margin_per_customer,121.1423046895436
month12_avg_margin_per_customer,123.45466218121966
